Bug ID	Title	Link to Bug	File	Link to diff	Old Code (maybe)	New Code (maybe)
b579095	[Fx 4.0 beta1] Larry doesn't display domain name nor identity info for https pages in the address bar	https://bugzilla.mozilla.org/show_bug.cgi?id=579095	"
a/browser/base/content/browser.js"	https://bugzilla.mozilla.org/attachment.cgi?id=460525&action=diff	"
    this._identityIconLabel.parentNode.hidden = icon_label ? false : true;"	"
    this._identityIconLabel.parentNode.collapsed = icon_label ? false : true;"
b1237077	drag and drop handlers need to use the proper user context id	https://bugzilla.mozilla.org/show_bug.cgi?id=1237077	"
a/dom/base/contentAreaDropListener.js"	https://bugzilla.mozilla.org/attachment.cgi?id=8742198&action=diff	"
                               : secMan.getSimpleCodebasePrincipal(ioService.newURI(""file:///"", null, null));"	"
                               : secMan.createCodebasePrincipal(ioService.newURI(""file:///"", null, null), {});"
b1199466	Update the Cookie Management UI to include userContextId	https://bugzilla.mozilla.org/show_bug.cgi?id=1199466	"
a/netwerk/cookie/nsCookie.cpp
b338749	Firefox sends unexpected outgoing http requests to several sites.	https://bugzilla.mozilla.org/show_bug.cgi?id=338749
b339928	Alert in one tab while another tab loads can cause wrong URL to be displayed in address bar	https://bugzilla.mozilla.org/show_bug.cgi?id=339928
b342495	Random Links advertisement links ad themselfs to the bookmark toolbar	https://bugzilla.mozilla.org/show_bug.cgi?id=342495
b347549	Repeated and persistant Prompt for username and password	https://bugzilla.mozilla.org/show_bug.cgi?id=347549
b349039	Trendmicro virus scan is crashing in Firefox	https://bugzilla.mozilla.org/show_bug.cgi?id=349039
b349412	Website Installs Adware.CDT Without Authorization	https://bugzilla.mozilla.org/show_bug.cgi?id=349412
b351035	Exploit of Firefox or Tab Mix Plus: Web site makes itself start page, and/or loads itself in tab	https://bugzilla.mozilla.org/show_bug.cgi?id=351035
b353158	after downloading CRL over SSL (https) the lock is shown on non-SSL page	https://bugzilla.mozilla.org/show_bug.cgi?id=353158
b355384	FireFox NPSWF32.dll Memory Corruption Vulnerability	https://bugzilla.mozilla.org/show_bug.cgi?id=355384
b356263	Firefox hangs instead of handling certificate	https://bugzilla.mozilla.org/show_bug.cgi?id=356263
b356293	Configurated policies are ignored	https://bugzilla.mozilla.org/show_bug.cgi?id=356293
b356644	trojan	https://bugzilla.mozilla.org/show_bug.cgi?id=356644
b357069	ALERT: You cannot connect to . . .because SSL is disabled.	https://bugzilla.mozilla.org/show_bug.cgi?id=357069
b357839	/tmp/.pip_p12tmp prevents other users from importing ssl certificates	https://bugzilla.mozilla.org/show_bug.cgi?id=357839
b357841	NS_ERROR_DOM_SECURITY_ERR thrown when using a javascript anchor	https://bugzilla.mozilla.org/show_bug.cgi?id=357841
b357843	"The ""Allow sites to set cookies"" setting does not ""stick"" between sessions"	https://bugzilla.mozilla.org/show_bug.cgi?id=357843
b359609	Crash immediately after submitting HTTP BASIC authentication	https://bugzilla.mozilla.org/show_bug.cgi?id=359609
b359641	"Add ""Bookmarks"" to ""Clear Private Data"" feature"	https://bugzilla.mozilla.org/show_bug.cgi?id=359641
b359787	After calling this site FireFox crashes and code is executed	https://bugzilla.mozilla.org/show_bug.cgi?id=359787
b360107	"""Clear Private Data"" dialog on exit too easy to miss (should appear earlier and/or time out)"	https://bugzilla.mozilla.org/show_bug.cgi?id=360107
b360341	as soon as I visit the page firefox crashes	https://bugzilla.mozilla.org/show_bug.cgi?id=360341
b361086	wireless connectivity- unable to access to subsequent web pages	https://bugzilla.mozilla.org/show_bug.cgi?id=361086
b361280	difference between HttpRequest.responseText and HttpRequest.responseXML permission denied	https://bugzilla.mozilla.org/show_bug.cgi?id=361280
b361407	Virus installation	https://bugzilla.mozilla.org/show_bug.cgi?id=361407
b363231	master password corrupted	https://bugzilla.mozilla.org/show_bug.cgi?id=363231
b364076	To enter an account of hotmail without knowing the name user and the password - keywords: (hotmail user password nonorder security problem log in login)	https://bugzilla.mozilla.org/show_bug.cgi?id=364076
b364404	Huge download of undefined data	https://bugzilla.mozilla.org/show_bug.cgi?id=364404
b365025	After security update 2.0.0.1 installs Firefox cannot connect to any site	https://bugzilla.mozilla.org/show_bug.cgi?id=365025
b374504	"HTTP Authentication: ""@"" (at) symbol in username works once, fails second time"	https://bugzilla.mozilla.org/show_bug.cgi?id=374504
b378318	Remote command execution in Java through Firefox	https://bugzilla.mozilla.org/show_bug.cgi?id=378318
b381572	RFE: Allow users to override the “Secure” attribute of cookies from “not set” to “set” (via the GUI)	https://bugzilla.mozilla.org/show_bug.cgi?id=381572
b384273	Could not establish an encrypted connection because certificate is either invalid or corrupted. Error code: -8151	https://bugzilla.mozilla.org/show_bug.cgi?id=384273
b384995	Phising vulnerability in userinfo for websites over HTTP	https://bugzilla.mozilla.org/show_bug.cgi?id=384995
b391083	Importing cert in linux don't ask for master password	https://bugzilla.mozilla.org/show_bug.cgi?id=391083
b391217	SSL Problem	https://bugzilla.mozilla.org/show_bug.cgi?id=391217
b392763	Visit the URL http://67.165.139.235/ and my firefox crashes for no reason	https://bugzilla.mozilla.org/show_bug.cgi?id=392763
b392885	"Whitelist blocked extension install can attempt to add ""install"" to the whitelist"	https://bugzilla.mozilla.org/show_bug.cgi?id=392885
b393567	Enhancement bug (couldn't find that as a category)..	https://bugzilla.mozilla.org/show_bug.cgi?id=393567
b394824	scripts can automatically submit file uploads selected by the user	https://bugzilla.mozilla.org/show_bug.cgi?id=394824
b399499	using proxy, all cookies are sending	https://bugzilla.mozilla.org/show_bug.cgi?id=399499
b400551	mailto link in html img src tag unexpectedly processed	https://bugzilla.mozilla.org/show_bug.cgi?id=400551
b401307	HOSTILE APPLETS WILL STEAL AND/OR DESTROY YOUR DATA!	https://bugzilla.mozilla.org/show_bug.cgi?id=401307
b401335	Javascript forces virus download	https://bugzilla.mozilla.org/show_bug.cgi?id=401335
b401560	Should ssl indicators disappear on location-bar-edit?	https://bugzilla.mozilla.org/show_bug.cgi?id=401560
b404058	Deleting cookies results in automatic entry on blocked site list -- should be selective	https://bugzilla.mozilla.org/show_bug.cgi?id=404058
b406018	"change location of ""Get me out of here!"" button"	https://bugzilla.mozilla.org/show_bug.cgi?id=406018
b406142	Will not access the net	https://bugzilla.mozilla.org/show_bug.cgi?id=406142
b406740	same origin policy is incorrectly applied to connection error page	https://bugzilla.mozilla.org/show_bug.cgi?id=406740
b408865	Yellow location bar background is not explained or visually linked to something understandable	https://bugzilla.mozilla.org/show_bug.cgi?id=408865
b409597	Online Banking TAB - Different Security	https://bugzilla.mozilla.org/show_bug.cgi?id=409597
b410121	Firefox will follow a 301 redirect to another domain while looking for favicon.ico	https://bugzilla.mozilla.org/show_bug.cgi?id=410121
b410240	Invalid certificate error exceptions should not be permanent by default.	https://bugzilla.mozilla.org/show_bug.cgi?id=410240
b416356	Does not accept domain cookies issued by subdomains sites like bugzilla.mozilla.org cannot issue a mozilla.org cookie	https://bugzilla.mozilla.org/show_bug.cgi?id=416356
b421826	Certificate hostname mismatch error page should link to the site for which the cert is valid	https://bugzilla.mozilla.org/show_bug.cgi?id=421826
b425179	repetitive need to confirm use a certificate of security	https://bugzilla.mozilla.org/show_bug.cgi?id=425179
b430096	NS_ERROR_NOT_AVAILABLE [nsIXMLHttpRequest.statusText (nsBlocklistService.js)	https://bugzilla.mozilla.org/show_bug.cgi?id=430096
b430790	Users can be tricked into thinking sites are encrypted with new visual cues added by bug 417844	https://bugzilla.mozilla.org/show_bug.cgi?id=430790
b431330	Automatically blocked sites not un-blockable	https://bugzilla.mozilla.org/show_bug.cgi?id=431330
b431827	Exceptions for invalid SSL certificates are too easy to add	https://bugzilla.mozilla.org/show_bug.cgi?id=431827
b433148	Trend Micro reports sb.google.com attempting to read my credit card number	https://bugzilla.mozilla.org/show_bug.cgi?id=433148
b434544	Cross Scripting between signed and unsigned Web Pages broke	https://bugzilla.mozilla.org/show_bug.cgi?id=434544
b435212	going to a secure login site crashes the browser	https://bugzilla.mozilla.org/show_bug.cgi?id=435212
b435429	Invalid Security Certicate when connecting to http://www.sixxs.net	https://bugzilla.mozilla.org/show_bug.cgi?id=435429
b435453	"Please add option to turn off certification on broken sites rather than display ""add an exception"" dialog"	https://bugzilla.mozilla.org/show_bug.cgi?id=435453
b435544	"Unknown Security Certificate Failure -- reason -- ""unknown"""	https://bugzilla.mozilla.org/show_bug.cgi?id=435544
b436221	firefox 3 runs much slower as an untrusted X11 application than firefox 2	https://bugzilla.mozilla.org/show_bug.cgi?id=436221
b436295	SSL Certificate from Starfield Technologies not accepted as valid	https://bugzilla.mozilla.org/show_bug.cgi?id=436295
b436999	Error while using an invalid security certificate	https://bugzilla.mozilla.org/show_bug.cgi?id=436999
b437317	You need a Bug Report for Dummies section!!!	https://bugzilla.mozilla.org/show_bug.cgi?id=437317
b437773	Fx 3.0 rc2 will not allow temporary https access to a self-signed certificate	https://bugzilla.mozilla.org/show_bug.cgi?id=437773
b439586	Smartcard authentification	https://bugzilla.mozilla.org/show_bug.cgi?id=439586
b439830	Too many steps to temporarily allow security exception for invalid certificate	https://bugzilla.mozilla.org/show_bug.cgi?id=439830
b440551	"Privacy tab under ""Tools/Options"" completely inactive"	https://bugzilla.mozilla.org/show_bug.cgi?id=440551
b441103	Option to ignore the malware warning for a certain page/site or ignore for whole session	https://bugzilla.mozilla.org/show_bug.cgi?id=441103
b441211	the 'no site info' tooltip from location bar can be less intrusive, more informative	https://bugzilla.mozilla.org/show_bug.cgi?id=441211	"
a/browser/locales/en-US/chrome/browser/browser.dtd
a/browser/locales/en-US/chrome/browser/browser.properties
a/browser/locales/en-US/chrome/browser/pageInfo.properties"	https://bugzilla.mozilla.org/attachment.cgi?id=328333&action=diff	"
<!ENTITY identity.unverifiedsite2 ""This web site does not supply identity information."">"	"
<!ENTITY identity.unverifiedsite2 ""Unverified."">"
b441735	Trojan.Vundo infection	https://bugzilla.mozilla.org/show_bug.cgi?id=441735
b441745	Logoff from american express site in FIrefox 3 not proper	https://bugzilla.mozilla.org/show_bug.cgi?id=441745
b441811	"Invalid IDN characters show up as ""?"" and can be used to spoof the address bar"	https://bugzilla.mozilla.org/show_bug.cgi?id=441811
b441944	Virus	https://bugzilla.mozilla.org/show_bug.cgi?id=441944
b441958	Browsing History For Address Bar Is Not Cleared/Cannot Be Cleared	https://bugzilla.mozilla.org/show_bug.cgi?id=441958
b442020	Warn if submitting password to non-ssl site.	https://bugzilla.mozilla.org/show_bug.cgi?id=442020
b442658	Invalid certificates warning should be configurable	https://bugzilla.mozilla.org/show_bug.cgi?id=442658
b442977	HTTPS per session cookies not being deleted when browser is closed	https://bugzilla.mozilla.org/show_bug.cgi?id=442977
b446671	Major update fx2 -> Fx3: Security Warning prefs are overwritten to default Fx3	https://bugzilla.mozilla.org/show_bug.cgi?id=446671
b448490	blocked site error page doesnt work with javascipt turned off	https://bugzilla.mozilla.org/show_bug.cgi?id=448490
b449037	Display a two-dimensional graph regarding security status when accessing SSL Encrypted sites	https://bugzilla.mozilla.org/show_bug.cgi?id=449037
b449038	"JavaScript component does not have a method named: ""handleEvent""' when calling method: [nsIDOMEventListener::handleEvent]"	https://bugzilla.mozilla.org/show_bug.cgi?id=449038
b449918	The above URL continually opens in a new tab. Over and Over again.	https://bugzilla.mozilla.org/show_bug.cgi?id=449918
b450141	Changing document.domain doesn't affect XMLHttpRequest	https://bugzilla.mozilla.org/show_bug.cgi?id=450141
b450968	I can't access gnome bugzilla because of a bad certificate	https://bugzilla.mozilla.org/show_bug.cgi?id=450968
b451543	Web page authentication confirmation error	https://bugzilla.mozilla.org/show_bug.cgi?id=451543
b452936	"double-clicking history-list-entries connects to ""secure"" websites"	https://bugzilla.mozilla.org/show_bug.cgi?id=452936
b456034	problem with a security certificate that stops access to a site/device	https://bugzilla.mozilla.org/show_bug.cgi?id=456034
b456946	Error when try to access Gmail	https://bugzilla.mozilla.org/show_bug.cgi?id=456946
b459650	Password manager fails at second trial	https://bugzilla.mozilla.org/show_bug.cgi?id=459650
b461455	Master password prompt is a modal dialog	https://bugzilla.mozilla.org/show_bug.cgi?id=461455
b464237	NoScript plus IE Tab - NoScript fails when return from ie engine	https://bugzilla.mozilla.org/show_bug.cgi?id=464237
b465183	Change another website content.	https://bugzilla.mozilla.org/show_bug.cgi?id=465183
b465315	Malware Webpage	https://bugzilla.mozilla.org/show_bug.cgi?id=465315
b466154	"Firefox hangs and does not respond and it leads to Windows hanging and not responding if you use the Javascript method ""open""."	https://bugzilla.mozilla.org/show_bug.cgi?id=466154
b468063	Deleted passwords (and bookmarks) return after upgrade	https://bugzilla.mozilla.org/show_bug.cgi?id=468063
b469939	it is possible to trick a user to give away access credentials by forcing a foreign tab/window to redirect to a malicious site after a successful authentication	https://bugzilla.mozilla.org/show_bug.cgi?id=469939
b469976	Firefox 2 security support should not lapse before Debian Lenny is released	https://bugzilla.mozilla.org/show_bug.cgi?id=469976
b470363	A script attaches and infect website index files, and a few other using FF as the medium	https://bugzilla.mozilla.org/show_bug.cgi?id=470363
b471657	completely different behavior regarding certificates and trust	https://bugzilla.mozilla.org/show_bug.cgi?id=471657
b471985	Executable file will be downloaded and executed (possible virus)	https://bugzilla.mozilla.org/show_bug.cgi?id=471985
b474311	"Ability to disable ""This web site does not supply identity information"" pop-up on the address bar."	https://bugzilla.mozilla.org/show_bug.cgi?id=474311
b475510	MALWARE attack on Firefox from http://creditoslibres.piczo.com/ -> blocked by forgery alert	https://bugzilla.mozilla.org/show_bug.cgi?id=475510
b476505	Add preference to turn javascript: bookmarks off/on	https://bugzilla.mozilla.org/show_bug.cgi?id=476505
b477244	Embed a list of URLs for CRLs and have Firefox fetch and update them periodically	https://bugzilla.mozilla.org/show_bug.cgi?id=477244	"
a/security/manager/ssl/src/nsIdentityChecking.cpp"	https://bugzilla.mozilla.org/attachment.cgi?id=363120&action=diff	"
    | CERT_REV_MI_REQUIRE_SOME_FRESH_INFO_AVAILABLE;


  PRUint64 revChainMethodIndependentFlags = 
    CERT_REV_MI_TEST_ALL_LOCAL_INFORMATION_FIRST
    //| CERT_REV_MI_REQUIRE_SOME_FRESH_INFO_AVAILABLE
    ;
  rev.chainTests.cert_rev_flags_per_method = methodFlags;
    revMethodIndependentFlags;"	"
    | CERT_REV_MI_REQUIRE_SOME_FRESH_INFO_AVAILABLE
    ;
  rev.chainTests.cert_rev_flags_per_method = chain_methodFlags;
    revChainMethodIndependentFlags;"
b477251	Running FF305 intercepts inbound X from remote FF	https://bugzilla.mozilla.org/show_bug.cgi?id=477251
b480622	add option to not display EV company name in the address bar	https://bugzilla.mozilla.org/show_bug.cgi?id=480622
b481619	Option to Ignore CA on Private IP Ranges (RFC1918: 192.168.0.0/16; 172.16.0.0/12; 10.0.0.0/8)	https://bugzilla.mozilla.org/show_bug.cgi?id=481619
b482313	Integrated security authenticates against OLD password (changed several hours ago)	https://bugzilla.mozilla.org/show_bug.cgi?id=482313
b483130	Possible security bug when searching on google involving 1password	https://bugzilla.mozilla.org/show_bug.cgi?id=483130
b483436	history can help identify adware	https://bugzilla.mozilla.org/show_bug.cgi?id=483436
b484005	howto disable warning for https://USERNAME:PW@dom.tld?	https://bugzilla.mozilla.org/show_bug.cgi?id=484005
b486617	Persistent Disruptive Connection to sedoparking.com	https://bugzilla.mozilla.org/show_bug.cgi?id=486617
b489139	[meta] Increase the acceptance rate of minor updates (only 80% of Firefox users install minor version updates)	https://bugzilla.mozilla.org/show_bug.cgi?id=489139
b490159	Bank of America Site Key does not recognize my computer from previous visits	https://bugzilla.mozilla.org/show_bug.cgi?id=490159
b493106	simple code that makes browser hanged	https://bugzilla.mozilla.org/show_bug.cgi?id=493106
b493298	SSL Certs: Says there's no need to add an exception, but still won't allow access to page	https://bugzilla.mozilla.org/show_bug.cgi?id=493298
b493650	Address Bar - you start typing and all previous site show in dropdown.	https://bugzilla.mozilla.org/show_bug.cgi?id=493650
b495758	signText form does not show certificates with equal nicknames	https://bugzilla.mozilla.org/show_bug.cgi?id=495758
b496685	Refuses to Load HW PKCS#11 dll under Vista, under Win XP loads the same module o.k.	https://bugzilla.mozilla.org/show_bug.cgi?id=496685
b497126	Passwords not Saving	https://bugzilla.mozilla.org/show_bug.cgi?id=497126
b498981	Blank security dialog is displayed when viewing site (with some unauthenticated items?)	https://bugzilla.mozilla.org/show_bug.cgi?id=498981
b500299	Incorrectly shows EV green bar even for CNAME != CN mismatch	https://bugzilla.mozilla.org/show_bug.cgi?id=500299
b501779	When using xpcnativewrappers=no Firefox doesn't report any error (in the console) when the binding compromises the security	https://bugzilla.mozilla.org/show_bug.cgi?id=501779
b503554	Site identifier differences reported in Ubuntu 9.04 VM	https://bugzilla.mozilla.org/show_bug.cgi?id=503554
b504059	Popup blocker doesn't Work.	https://bugzilla.mozilla.org/show_bug.cgi?id=504059
b505952	free(): invalid pointer when playing flash video	https://bugzilla.mozilla.org/show_bug.cgi?id=505952
b506466	https with encryption key >=128 bits does not display correctly	https://bugzilla.mozilla.org/show_bug.cgi?id=506466
b508513	SSL certificate WILDCARDS not working properly on 3.0.13 (in 3.0.12 and previous versions, the certificate was OK). (ssl_error_bad_cert_domain)	https://bugzilla.mozilla.org/show_bug.cgi?id=508513
b524949	Disable download option required for Kiosk deployments on non-Windows platforms	https://bugzilla.mozilla.org/show_bug.cgi?id=524949
b532007	Received Suspicious Facebook Message with a URL that Attempted to Attack my Computer	https://bugzilla.mozilla.org/show_bug.cgi?id=532007
b532815	Just open any https page. The firefox crash. Even Gmail and any site from google	https://bugzilla.mozilla.org/show_bug.cgi?id=532815
b536197	"When clicking Add Exception, the ""Permanently store this exception"" option is checked by default"	https://bugzilla.mozilla.org/show_bug.cgi?id=536197
b536393	javascript installs virus	https://bugzilla.mozilla.org/show_bug.cgi?id=536393
b536689	Crash when using manual proxy config with Proxomitron Sidki filter set	https://bugzilla.mozilla.org/show_bug.cgi?id=536689
b537639	Browser exploit. Site is 0wned or hosting malware. Iframe in site is known chinese malware purveyor. You don't have to do anything except look at the site.	https://bugzilla.mozilla.org/show_bug.cgi?id=537639
b539608	Master password vulnerability to RAM dump	https://bugzilla.mozilla.org/show_bug.cgi?id=539608
b542715	popup sec_error_unknown_issuer ,but the CA is verisign trust network	https://bugzilla.mozilla.org/show_bug.cgi?id=542715
b546401	Firefox/Minefield loads a blank site when attempting to open a CACert signed secure website	https://bugzilla.mozilla.org/show_bug.cgi?id=546401
b551424	Visiting a certain webpage creates a Security Exception WITHOUT notifying the end-user.	https://bugzilla.mozilla.org/show_bug.cgi?id=551424
b551459	Company web site security is NOT sensed/picked-up by Firefox - BUT - IS PRESENT	https://bugzilla.mozilla.org/show_bug.cgi?id=551459
b554615	"Move ""Security Error: Content at X may not load data from Y"" and ""potentially vulnerable to CVE-2009-3555"" to an alert."	https://bugzilla.mozilla.org/show_bug.cgi?id=554615
b568504	Security UI binding for multiprocess Firefox	https://bugzilla.mozilla.org/show_bug.cgi?id=568504
b570343	hijacking searches	https://bugzilla.mozilla.org/show_bug.cgi?id=570343
b573003	Firefox allows cross-domain POST requests via JavaScript	https://bugzilla.mozilla.org/show_bug.cgi?id=573003
b575466	"Misleading context for text on ""Save password"" dialog/dropdown"	https://bugzilla.mozilla.org/show_bug.cgi?id=575466
b575585	The master password for saved passwords is not kept after the 3.6.6 Upgrade.	https://bugzilla.mozilla.org/show_bug.cgi?id=575585
b579635	Firefox FTP engine is ignoring the server IP received in PASV command response	https://bugzilla.mozilla.org/show_bug.cgi?id=579635
b581795	Problem with password input fields in all pages	https://bugzilla.mozilla.org/show_bug.cgi?id=581795
b582298	Clicking on a hyperlink in a page at an HTTP address that points to an HTTP address which responds with an HTTP 302 redirect to an HTTPS address does not properly display SSL certificate information	https://bugzilla.mozilla.org/show_bug.cgi?id=582298
b586200	does not keep me logged into websites	https://bugzilla.mozilla.org/show_bug.cgi?id=586200
b587868	Crash @ [@ PR_GetSocketOption ]	https://bugzilla.mozilla.org/show_bug.cgi?id=587868
b593791	Possible Firefox 0day?	https://bugzilla.mozilla.org/show_bug.cgi?id=593791
b593841	Firefox will only run with Administrator priviledges	https://bugzilla.mozilla.org/show_bug.cgi?id=593841
b597922	Report Attack Site Options Missing	https://bugzilla.mozilla.org/show_bug.cgi?id=597922
b599349	"key event for ""Enter / Return"" can be captured by content event listeners when focus is in the menubar"	https://bugzilla.mozilla.org/show_bug.cgi?id=599349
b608554	Firefox crashes when executing the given javascript	https://bugzilla.mozilla.org/show_bug.cgi?id=608554
b610104	Hijacked search results	https://bugzilla.mozilla.org/show_bug.cgi?id=610104
b611273	Reports problems with the SSL certificate (works fine in IE, Crome, Safari)	https://bugzilla.mozilla.org/show_bug.cgi?id=611273
b614147	kerberos authentication is not working in 64 bit 4.0b8pre version	https://bugzilla.mozilla.org/show_bug.cgi?id=614147
b614523	VeriSign Class 3 Secure Server CA - G3 missing	https://bugzilla.mozilla.org/show_bug.cgi?id=614523
b619525	"Proxy defaults to ""Use system proxy settings"""	https://bugzilla.mozilla.org/show_bug.cgi?id=619525
b622451	Address bar from one window may be made to appear as if belonging to another	https://bugzilla.mozilla.org/show_bug.cgi?id=622451
b635038	Minor update 3.5 users to 3.6 and EOL it	https://bugzilla.mozilla.org/show_bug.cgi?id=635038
b641674	Pornographic Facebook posts are blocked in Explorer, not in Firefox	https://bugzilla.mozilla.org/show_bug.cgi?id=641674
b644533	Got winlock.2741 virus	https://bugzilla.mozilla.org/show_bug.cgi?id=644533
b654425	every new webpage i open says it has some encrypted and soem unencrypted info on it, popping a dialog window up	https://bugzilla.mozilla.org/show_bug.cgi?id=654425
b655031	Firefox can be used as Keylogger to Steal your passwords by easily modifying omni.jar file!!	https://bugzilla.mozilla.org/show_bug.cgi?id=655031
b658901	Malicious webpage loads malware when loaded	https://bugzilla.mozilla.org/show_bug.cgi?id=658901
b662217	Update the Windows RDF for the Flash Player 10.3.181.22 Security Update	https://bugzilla.mozilla.org/show_bug.cgi?id=662217	"
pfs.php"	https://bugzilla.mozilla.org/attachment.cgi?id=537537&action=diff	"
            $InstallerHash = 'sha256:609dd40fd73eebcc1ff4aa1b48390de05d47076d16efe24b3f2637a1576549a3';"	"
            $InstallerHash = 'sha256:fc663c9610595af022cf51b1c2e8565cc46d858a6f336965dd9e26f35c0d65ea';"
b672073	Firefox update	https://bugzilla.mozilla.org/show_bug.cgi?id=672073
b672430	IcedTea-Web Plugin(suse-.0.4.2-i386) Java applet invoke offload failure .	https://bugzilla.mozilla.org/show_bug.cgi?id=672430
b680339	Uncheck Remember Password but it remains checked	https://bugzilla.mozilla.org/show_bug.cgi?id=680339
b682775	"No link ""I Understand the Risks"""	https://bugzilla.mozilla.org/show_bug.cgi?id=682775
b684635	Firefox 3.6.21 security update will not let me open links in my emails.	https://bugzilla.mozilla.org/show_bug.cgi?id=684635
b688839	Investigate stack buffer overflow in nsWindowsShellService::GetMailAccountKey	https://bugzilla.mozilla.org/show_bug.cgi?id=688839
b689451	Need a way to recover passwords when master password forgotten	https://bugzilla.mozilla.org/show_bug.cgi?id=689451
b702261	"After session restore, ""Error: ASSERTION: browser.js host is inconsistent. Content window has <mochi.test:8888> but cached host is <>. Source File: chrome://browser/content/browser.js Line: 9637"""	https://bugzilla.mozilla.org/show_bug.cgi?id=702261	"
a/browser/base/content/browser.js"	https://bugzilla.mozilla.org/attachment.cgi?id=574597&action=diff		
b702922	Printing password to command-line	https://bugzilla.mozilla.org/show_bug.cgi?id=702922
b704572	high win spy security hole, confirmed with firefox 8	https://bugzilla.mozilla.org/show_bug.cgi?id=704572
b712295	godaddy ssl certificate not trusted	https://bugzilla.mozilla.org/show_bug.cgi?id=712295
b725944	"Security issue: The web site ""http://a9zlg.ru/adser"" installed malicious programs on my hard disk without permission."	https://bugzilla.mozilla.org/show_bug.cgi?id=725944
b728918	Host proof hosting to Firefox Sync	https://bugzilla.mozilla.org/show_bug.cgi?id=728918
b744945	"Optionally allow Firefox to define its own SSL error behaviour (only if Firefox wants to override the default ""prompts=never"" and ""logging=enabled"")"	https://bugzilla.mozilla.org/show_bug.cgi?id=744945	"
a/browser/components/build/nsModule.cpp"	https://bugzilla.mozilla.org/attachment.cgi?id=655130&action=diff		
b762013	"""Remember Password for Sites"" box will not stay checked."	https://bugzilla.mozilla.org/show_bug.cgi?id=762013
b764820	Everyday I have to accept my site's untrusted server site certificate	https://bugzilla.mozilla.org/show_bug.cgi?id=764820
b769644	Develop skeleton addon which uses lightweight update mechanism to dis-trust certificates	https://bugzilla.mozilla.org/show_bug.cgi?id=769644
b779612	Collect telemetry data to determine what % of users use the password manager to save passwords	https://bugzilla.mozilla.org/show_bug.cgi?id=779612
b787738	Telemetry for Geolocation Prompt UI	https://bugzilla.mozilla.org/show_bug.cgi?id=787738	"
a/browser/components/nsBrowserGlue.js
a/security/manager/boot/public/nsISecurityUITelemetry.idl"	https://bugzilla.mozilla.org/attachment.cgi?id=659493&action=diff		
b797061	Viewable passwords int he Firefox Settings	https://bugzilla.mozilla.org/show_bug.cgi?id=797061
b800098	Do not allow the user to unblock active mixed content on HSTS sites	https://bugzilla.mozilla.org/show_bug.cgi?id=800098
b801629	SSL certificate issue	https://bugzilla.mozilla.org/show_bug.cgi?id=801629
b806666	no lock icon on https site	https://bugzilla.mozilla.org/show_bug.cgi?id=806666
b809682	Master Password prompt/dialog needs a redesign	https://bugzilla.mozilla.org/show_bug.cgi?id=809682
b815334	Potential persistence issues with Mixed Active Content Icon	https://bugzilla.mozilla.org/show_bug.cgi?id=815334
b830633	https://twitter.com is no longer accessible after withdrawing trust from	https://bugzilla.mozilla.org/show_bug.cgi?id=830633
b832610	extensions can still be installed silently	https://bugzilla.mozilla.org/show_bug.cgi?id=832610
b836352	Differentiating active vs passive mixed content for requests made by plugins	https://bugzilla.mozilla.org/show_bug.cgi?id=836352
b838817	Mixed_Content not being blocked on some websites	https://bugzilla.mozilla.org/show_bug.cgi?id=838817
b845219	HTTPS not working properly with Outlook.	https://bugzilla.mozilla.org/show_bug.cgi?id=845219
b851202	JavaScript Crash	https://bugzilla.mozilla.org/show_bug.cgi?id=851202
b860752	self signed certificate can't be accepted in iframe	https://bugzilla.mozilla.org/show_bug.cgi?id=860752
b873769	XSS about:home localStorage	https://bugzilla.mozilla.org/show_bug.cgi?id=873769
b886212	Restrict negative user.js changes	https://bugzilla.mozilla.org/show_bug.cgi?id=886212
b893506	CSS should not trigger Renego active content security warning	https://bugzilla.mozilla.org/show_bug.cgi?id=893506
b893937	"""This is Nightly secure page"" for an http page"	https://bugzilla.mozilla.org/show_bug.cgi?id=893937
b900465	Unable to use Facebook app with mixed-content-blocked-notification-icon enabled	https://bugzilla.mozilla.org/show_bug.cgi?id=900465
b950451	Ability to clear the master password on runtime	https://bugzilla.mozilla.org/show_bug.cgi?id=950451
b959105	Intermittent test_ocsp_caching.js | test failed (with xpcshell return code: 0) | 0 == 1	https://bugzilla.mozilla.org/show_bug.cgi?id=959105
b959221	Don't ask remember this password if we typed a wrong password	https://bugzilla.mozilla.org/show_bug.cgi?id=959221
b987908	Problem in Https communication unable to load certificates	https://bugzilla.mozilla.org/show_bug.cgi?id=987908
b989879	Insecure transition from HTTP to HTTPS in form post	https://bugzilla.mozilla.org/show_bug.cgi?id=989879
b1000451	firefox crashes with OCSP server conenction	https://bugzilla.mozilla.org/show_bug.cgi?id=1000451
b1000820	"Constant ""Data/Stack execution not permitted"" errors in the OSX kernel log"	https://bugzilla.mozilla.org/show_bug.cgi?id=1000820
b1024509	Intermittent browser_identity_UI.js | This test exceeded the timeout threshold. It should be rewritten or split up.	https://bugzilla.mozilla.org/show_bug.cgi?id=1024509
b1042931	SSL Certificate Status not show in Add Security Exception dialog	https://bugzilla.mozilla.org/show_bug.cgi?id=1042931
b1064235	Firefox can be MITM'ed still	https://bugzilla.mozilla.org/show_bug.cgi?id=1064235
